,Sentence,Sentiment
1430,"it is a member of the oneworld alliance , which includes american airlines and british airways .",neutral
1431,"many of the commercial vessels had got stuck in the narrow bay of bothnia , where the ice is thicker , and around the aaland islands .",neutral
1432,"following the acquisition , relacom will strengthen its presence in finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
1433,ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
1434,"ahlstrom corporation anne pirila director , financial communications distribution : helsinki stock exchange main media ahlstrom in brief ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral
1435,1 february 2011 - finnish textile and clothing company marimekko oyj hel : mmo1v said today its preliminary operating profit grew to eur8 .2 m in 2010 from eur6 .3 m in 2009 .,positive
1436,"the price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive
1437,volatility squeeze in $aapl. i hope it gets resolved to the upside,neutral
1438,"ramirent 's net sales in the second quarterended june 30 were euro 128.7 million about u.s. $ 163 million , a 3.3-percent increase compared with euro 124.6 million for thesecond quarter last year .",positive
1439,"fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the warsaw stock exchange .",neutral
1440,"other  north-rhine westphalia - is to issue a benchmark , 5 year fixed rate deal in euros .",neutral
1441,"f-secure reported that : - the first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral
1442,$yelp wayyy overvalued right now imo. should be trading single digits. may take a short pos. into earnings. near term target 18 ......,negative
1443,"as a domestic business , best-in is already close to finnish dog owners .",positive
1444,"the donations are granted to aalto university and the universities of helsinki , tampere , turku , eastern finland , jyv+ñskyl+ñ , oulu and vaasa , and to polytechnics to be announced later .",neutral
1445,"neste oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility fortum shed 1.14 pct to 20.76 eur .",neutral
1446,@scottrade why is $tsla not available for shorting at this time?  same for $w?,negative
1447,"finnish neste oil that was previously on the list , has fallen off the list completely .",neutral
1448,the webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
1449,yit says the acquisition is a part of its strategy for expansion in central and eastern european markets .,positive
1450,"the hayward , calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral
1451,"it s an area that is highly valued , because most of the land there has already been built on .",neutral
1452,"there are companies , which are ready to invest their own funds in this deal such as rostelecom rts : rtkm .",positive
1453,qpr product family is fully compatible with microsoft 's windows 7 operating system .,neutral
1454,"the address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral
1455,it will use the proceeds from the transaction to achieve its target .,neutral
1456,@ch_roark: $unxl i like this ascending triangle on the 30-minute chart. breakout coming monday! http://stks.co/at3glooks promising.,positive
1457,"profit before taxes was eur 4.0 mn , down from eur 4.9 mn .",negative
1458,"`` we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte , '' said juergen walter , head of converged core , nokia siemens networks .",positive
1459,"when this information was released on 5 september 2008 , nokia 's american depositary shares fell by 8 % .",neutral
1460,all amer sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral
1461,the company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral
1462,"rory fitzgerald , general manager , operations , bristol port , said : `` with the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive
1463,kingfisher takeover of mr bricolage could hit a brick wall,negative
1464,"( adpnews ) - may 4 , 2010 - finnish cutlery and hand tools maker fiskars oyj abp ( hel : fisas ) said today its net profit declined to eur 12.9 million ( usd 17m ) in the first quarter of 2010 from eur 17 million in the correspond",negative
1465,"frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with friday 's high of $ 11.33 and low of $ 10.14 .",neutral
1466,"according to preliminary data from slovakia 's statistics office , goods worth e36 .4 million were imported from finland between january and october 2010 , making up 0.1 percent of slovakia 's total imports .",neutral
1467,niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral
1468,$avgo great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2f3h,positive
1469,skf 6 april 2010 - alandsbanken has given a `` buy '' recommendation on swedish industrial company skf ab ( sto : skf b ) with a share price target of sek150 .,positive
1470,"trading code : eli1v number of shares : 99,483 price-share : gratuitous after the transfer , elisa holds a total of 10,435,023 own shares .",neutral
1471,the deal is subject to approval by the norwegian competition authorities .,neutral
1472,fortum had intended to spend as much as ( euro ) 2.7 bn to become the sole owner of tgk-10 .,neutral
1473,"the period 's sales dropped to eur 30.6 million from eur 38.3 million , according to the interim report , released today .",neutral
1474,the solutions will be used for upgrading the networks of a russian mso in 37 different cities in russia .,positive
1475,`` the combined activities will create value for shareholders and be good for our employees and customers .,positive
1476,he confirmed his view on july 6 .,neutral
1477,glencore blames rivals for creating metals glut,negative
1478,estonia 's beer market overall grew three percent last year to 130 million liters .,positive
1479,"the business transfer will take effect from 1 january 2007 , and in connection with this 47 employees will transfer from elisa to daxtum as continuing employees .",neutral
1480,"llc , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its u.s. deployment operations to the finnish mobile giant , which includes civil works and site acquisition services .",neutral
